Program,Site Name,Additional ID,Physical Type,Legal Status,Legal Status Date,Physical Site Status,RN,County,Region,Phys Addr Line 1,Phys Addr Line 2,Phys Addr City,Phys Addr State,Phys Addr Zip,Phys Addr Zip+4,Near Phys Loc Txt,Near Phys Loc City,Near Phys Loc State,Near Phys Loc Zip,Latitude,Longitude
MSW,CITY OF KYLE LANDFILL,67080,SUBT,ISSUED, 12/10/2021,NOT CONSTRUCTED,RN100626399,HAYS,REGION 11 - AUSTIN,,,,,,,600 FEET EAST IH 35 2 MILES NORTH BLANCO RIVER BRIDGE ON IH 35,KYLE,TX,     ,29.94,-97.96
MSW,CLOSED MSW LANDFILL UNPERMITTED DUMPING AREA 2293,67081,SUBT,ISSUED, 07/18/2022,NOT CONSTRUCTED,RN111392528,HAYS,REGION 11 - AUSTIN,,,,,,,EAST OF SOUTHERN TERMINUS OF MCCOY DR AND SOUTH OF DAVIS LN,SAN MARCOS,TX,78666,29.87,-97.91
MSW,TEXAS FIRST RENTALS AUSTIN,67085,SUBT,ISSUED, 05/31/2022,NOT CONSTRUCTED,RN111489118,TRAVIS,REGION 11 - AUSTIN,6005 US HWY183 S, ,AUSTIN,TX,78719,    , ,AUSTIN,TX,78719,0.00,0.00
MSW,GEOTECH BORES,67092,SUBT,ISSUED, 10/19/2022,NOT CONSTRUCTED,RN111586368,HAYS,REGION 11 - AUSTIN,,,,,,,NW CORNER INTERSEC OF I35 ROW AND N LOOP 4 MAIN STROW BUDA TX,BUDA,TX,78610,30.09,-97.82
MSW,FORMER CITY OF KYLE LANDFILL,67095,SUBT,ISSUED, 01/10/2023,NOT CONSTRUCTED,RN100626399,HAYS,REGION 11 - AUSTIN,,,,,,,600 FEET EAST IH 35 2 MILES NORTH BLANCO RIVER BRIDGE ON IH 35,KYLE,TX,     ,29.94,-97.96
MSW,ESB MEXICAN AMERICAN CULTURAL CENTER,67101,SUBT,ISSUED, 02/13/2023,NOT CONSTRUCTED,RN102125515,TRAVIS,REGION 11 - AUSTIN,600 RIVER ST, ,AUSTIN,TX,78701,4218, , ,TX,78767,30.26,-97.74
MSW,LOYOLA LANDING,67108,SUBT,ISSUED, 05/10/2023,NOT CONSTRUCTED,RN111721692,TRAVIS,REGION 11 - AUSTIN,6571 ED BLUESTEIN BLVD, ,AUSTIN,TX,78723,    , ,AUSTIN,TX,78723,30.30,-97.66
MSW,BUDA 10,67112,SUBT,ISSUED, 03/04/2024,NOT CONSTRUCTED,RN100630193,HAYS,REGION 11 - AUSTIN,,,,,,,1 MILE ENE OF BUDA BETWEEN INTERSTATE HIGHWAY 35 SERVICE ROAD AND OLD AUSTIN SAN ANTONIO ROAD,BUDA,TX,     ,30.10,-97.83
MSW,CITY OF LLANO LANDFILL,67115,SUBT,ISSUED, 08/15/2023,NOT CONSTRUCTED,RN101999605,LLANO,REGION 11 - AUSTIN,,,,,,,385 YARDS WEST OF STATE HIGHWAY 16 AND .3 MILES NORTH OF LLANO CITY LIMITS,LLANO,TX,     ,30.77,-98.68
MSW,PROPOSED HEB-NORTHWEST CORNER OF IH-35 & MAIN ST,67128,SUBT,ISSUED, 05/13/2024,NOT CONSTRUCTED,RN100630193,HAYS,REGION 11 - AUSTIN,,,,,,,1 MILE ENE OF BUDA BETWEEN INTERSTATE HIGHWAY 35 SERVICE ROAD AND OLD AUSTIN SAN ANTONIO ROAD,BUDA,TX,     ,30.10,-97.83
MSW,WAGNER JIM LANDFILL,67132,SUBT,ISSUED, 08/19/2024,NOT CONSTRUCTED,RN100630193,HAYS,REGION 11 - AUSTIN,,,,,,,1 MILE ENE OF BUDA BETWEEN INTERSTATE HIGHWAY 35 SERVICE ROAD AND OLD AUSTIN SAN ANTONIO ROAD,BUDA,TX,     ,30.10,-97.83
MSW,PROPOSED HEB NORTHWEST CORNER OF IH-35 & MAIN ST,67152,SUBT,ISSUED, 09/16/2025,NOT CONSTRUCTED,RN100630193,HAYS,REGION 11 - AUSTIN,,,,,,,1 MILE ENE OF BUDA BETWEEN INTERSTATE HIGHWAY 35 SERVICE ROAD AND OLD AUSTIN SAN ANTONIO ROAD,BUDA,TX,     ,30.10,-97.83
MSW,PROPOSED HEB - NORTHWEST CORNER OF IH-35 & MAIN STREET,67164,SUBT,PENDING, 10/29/2025,NOT CONSTRUCTED,RN100630193,HAYS,REGION 11 - AUSTIN,,,,,,,1 MILE ENE OF BUDA BETWEEN INTERSTATE HIGHWAY 35 SERVICE ROAD AND OLD AUSTIN SAN ANTONIO ROAD,BUDA,TX,     ,30.10,-97.83
MSW-NOI,TRIAD MAXIMUM POTENTIAL SORTING SITE,100062,5RR,ACKNOWLEDGED, 07/26/2005,ACTIVE,RN104677935,TRAVIS,REGION 11 - AUSTIN,10501 LINDA VIS, ,DEL VALLE,TX,78617,3507,FROM THE INTERSECTIO NOF STATE HWY 71 EAST AND FM 973 GO SOUTH ON FM 973. APPROX. 1/4 MILE PAST BURLESON ON THE LEFTSIDE IS LIDA VISTA. THE SITE IS THE SE CORNER OF LINDAVISTA FM 973.,DEL VALLE,TX,78617,0.00,0.00
MSW-NOI,CITIRAYA INC,100078,5RR,ACKNOWLEDGED, 11/18/2004,ACTIVE,RN104588603,WILLIAMSON,REGION 11 - AUSTIN,106 E OLD SETTLERS BLVD, ,ROUND ROCK,TX,78664,2207,TAKE EXIT 254 3406 OFF I-35 NORTHBOUND TAKE FIRST AT MAYS AND FIRST RIGHT,ROUND ROCK,TX,78664,30.66,-97.60
MSW-NOI,CENTRAL TEXAS BIOFUELS LLC,100111,5RR,ACKNOWLEDGED, 02/24/2006,ACTIVE,RN104726062,LEE,REGION 11 - AUSTIN,,,,,,,900 WEST RR ROW GIDDINGS TX 78942,GIDDINGS,TX,     ,0.00,0.00
MSW-NOI,WHITTLESEY LANDSCAPE SUPPLIES & RECYCLING INC,100152,5RCX,ACKNOWLEDGED, 05/02/2007,ACTIVE,RN105209175,TRAVIS,REGION 11 - AUSTIN,,,,,,,"3551 GREENLAWN BLVD, ROUND ROCK, TX  78664",ROUND ROCK,TX,78664,30.66,-97.60
MSW-NOI,WHITTLESEY LANDSCAPE SUPPLIES & RECYCLING INC,100153,5RCX,ACKNOWLEDGED, 05/02/2007,ACTIVE,RN105209183,TRAVIS,REGION 11 - AUSTIN,629 DALTON LN, ,AUSTIN,TX,78742,1810, ,AUSTIN,TX,78745,30.24,-97.66
MSW-NOI,FM 812 MULCH FACILITY,100165,5RCX,ACKNOWLEDGED, 01/16/2008,ACTIVE,RN105388367,TRAVIS,REGION 11 - AUSTIN,9201 FM 812, ,AUSTIN,TX,78719,3001,S SIDE OF FM 812 APPROX 0.4 MI E OF US 183,AUSTIN,TX,78719,30.16,-97.68
MSW-NOI,TFR ENTERPRISES MULCHING FACILITY,100170,5RR,ACKNOWLEDGED, 06/10/2008,ACTIVE,RN105464507,WILLIAMSON,REGION 11 - AUSTIN,601 LEANDER DR, ,LEANDER,TX,78641,2026,183 AND CRYSTAL FALLS E ON CFP ON LEANDER DR,LEANDER,TX,78641,30.57,-97.85
MSW-NOI,TRI RECYCLING INC,100211,5RR,ACKNOWLEDGED, 03/27/2009,ACTIVE,RN105335012,TRAVIS,REGION 11 - AUSTIN,3600 LYONS RD, ,AUSTIN,TX,78702,4050,3600 LYONS RD,AUSTIN,TX,78702,30.26,-97.70
MSW-NOI,M & K RECOVERY GROUP INC,100239,5RR,ACKNOWLEDGED, 12/02/2009,ACTIVE,RN105840268,TRAVIS,REGION 11 - AUSTIN,9200 CAMERON RD STE 200, ,AUSTIN,TX,78754,3952, , ,TX,     ,30.35,-97.68
MSW-NOI,CDN SYSTEMS LLC,100252,5RR,ACKNOWLEDGED, 06/04/2010,ACTIVE,RN105938526,TRAVIS,REGION 11 - AUSTIN,12510 TRAILS END RD, ,LEANDER,TX,78641,5834,"GO W ON 1431 AND RIGH OON TRAILS END RD, SITE 2 BLOCKS ON RIGHT",CEDAR PARK,TX,78641,30.51,-97.89
MSW-NOI,GOODWILL INDUSTRIES OF CENTRAL TX,100278,5RR,ACKNOWLEDGED, 10/12/2010,ACTIVE,RN104338298,TRAVIS,REGION 11 - AUSTIN,1015 NORWOOD PARK BLVD, ,AUSTIN,TX,78753,6608, ,AUSTIN,TX,78752,30.34,-97.69
MSW-NOI,LAKE TRAVIS BRUSH RECYCLING,100289,5RR,ACKNOWLEDGED, 01/27/2011,ACTIVE,RN105964936,TRAVIS,REGION 11 - AUSTIN,7911 N RANCH ROAD 620, ,AUSTIN,TX,78726,4002, ,AUSTIN,TX,78726,30.41,-97.85
MSW-NOI,TFR ENTERPRISES GLORY LANE MULCHING & CONSTRUCTION RECYCLING,100298,5RR,ACKNOWLEDGED, 02/24/2011,ACTIVE,RN106043144,WILLIAMSON,REGION 11 - AUSTIN,285 GLORY LN, ,LEANDER,TX,78641,8435, ,LIBERTY HILL,TX,78641,30.61,-97.92
MSW-NOI,ROUND2 INC.,100312,5RR,ACKNOWLEDGED, 08/30/2011,ACTIVE,RN106141989,TRAVIS,REGION 11 - AUSTIN,1340 AIRPORT COMMERCE DR STE 3300, ,AUSTIN,TX,78741,6831, ,AUSTIN,TX,78741,30.22,-97.69
MSW-NOI,SPT LINGER LANE SITE,100320,5RR,ACKNOWLEDGED, 12/14/2011,ACTIVE,RN106171564,TRAVIS,REGION 11 - AUSTIN,713 LINGER LN, ,AUSTIN,TX,78721,3608, ,AUSTIN,TX,78721,30.25,-97.68
MSW-NOI,KINSER RANCH LLC,100321,5RR,ACKNOWLEDGED, 11/02/2011,ACTIVE,RN105223283,TRAVIS,REGION 11 - AUSTIN,11902 FITZHUGH RD, ,AUSTIN,TX,78736,7507,11902 FITZHUGH RD AUSTIN TEXAS 78736,AUSTIN,TX,78736,30.23,-97.97
MSW-NOI,CRYSTAL CLEAN,100352,5RR,ACKNOWLEDGED, 07/25/2012,ACTIVE,RN102645959,CALDWELL,REGION 11 - AUSTIN,2100 E PIERCE, ,LULING,TX,78648,    ,2100 E PIERCE,LULING,TX,78648,29.85,-97.61
MSW-NOI,BALCONES RECYLING MATERIALS RECOVERY FACILITY,100356,5RR,ACKNOWLEDGED, 07/25/2012,ACTIVE,RN100534452,TRAVIS,REGION 11 - AUSTIN,9301 JOHNNY MORRIS RD, ,AUSTIN,TX,78724,1523,9301 JOHNNY MORRIS ROAD,AUSTIN,TX,78724,30.32,-97.77
MSW-NOI,IMAGE MIRCOSYSYSTEMS INC,100373,5RR,ACKNOWLEDGED, 11/05/2012,ACTIVE,RN106254287,HAYS,REGION 11 - AUSTIN,3700 KYLE XING, ,KYLE,TX,78640,5346,FROM AUSTIN DRIVE SOUTH ON I 35 AND TAKE EXIT 217 TAKE A RIGHT AT THE STOP SIGN DRIVE PAST HOME DEPOT THE KYLE PLANT WILL BE ON THE LEFT,KYLE,TX,78640,30.04,-97.85
MSW-NOI,GREENSTREAM INTERNATIONAL AUSTIN,100380,5RR,ACKNOWLEDGED, 01/10/2013,ACTIVE,RN106560527,TRAVIS,REGION 11 - AUSTIN,8619 WALL ST STE 620, ,AUSTIN,TX,78754,4590, ,AUSTIN,TX,78754,30.20,-97.40
MSW-NOI,ELECTRONIC RECYCLING & TRADING INC,100390,5RR,ACKNOWLEDGED, 06/25/2013,ACTIVE,RN106602717,TRAVIS,REGION 11 - AUSTIN,15508 BRATTON LN, ,AUSTIN,TX,78728,3801, ,AUSTIN,TX,78728,30.46,-97.68
MSW-NOI,BREAK IT DOWN LLC,100403,5RR,ACKNOWLEDGED, 03/04/2014,ACTIVE,RN106892946,TRAVIS,REGION 11 - AUSTIN,618C TILLERY ST, ,AUSTIN,TX,78702,4932, ,AUSTIN,TX,78702,30.26,-97.71
MSW-NOI,WASHINGTON WOOD RECYCLING,100416,5RR,ACKNOWLEDGED, 10/21/2014,ACTIVE,RN107769135,TRAVIS,REGION 11 - AUSTIN,16073 MEURER LN, ,DEL VALLE,TX,78617,3302,5 ARCE RANCH PROPERTY LOCATED IN TRAVIS COUNTY,DEL VALLE,TX,78617,30.16,-97.56
MSW-NOI,AUSTIN TREE EXPERTS,100418,5RCX,ACKNOWLEDGED, 01/21/2015,ACTIVE,RN107423188,TRAVIS,REGION 11 - AUSTIN,15527 FM 969 RD, ,AUSTIN,TX,78724,6357,.50 MILE EAST OF INTX OF FM 969 AND CADILLAC DR SOUTH SIDE OF RD,AUSTIN,TX,78724,30.25,-97.57
MSW-NOI,EMERGENT DEALS,100424,5RR,ACKNOWLEDGED, 03/26/2015,ACTIVE,RN107964512,TRAVIS,REGION 11 - AUSTIN,9601 DESSAU RD STE 105, ,AUSTIN,TX,78754,3962, ,AUSTIN,TX,78754,30.35,-97.67
MSW-NOI,IN CYCLE ELECTRONICS INC,100427,5RR,ACKNOWLEDGED, 06/04/2015,ACTIVE,RN108244807,TRAVIS,REGION 11 - AUSTIN,3800 DROSSETT DR STE C, ,AUSTIN,TX,78744,1131, ,AUSTIN,TX,78744,30.36,-97.73
MSW-NOI,AUSTIN LANDSCAPE SUPPLY,100428,5RCX,ACKNOWLEDGED, 06/23/2015,ACTIVE,RN101499879,WILLIAMSON,REGION 11 - AUSTIN,5317 S INTERSTATE 35, ,GEORGETOWN,TX,78626,7577,N OF WESTINGHOUSE RD GEORGETOWN, ,TX,78626,30.57,-97.68
MSW-NOI,BREAK IT DOWN LLC,100430,5RR,ACKNOWLEDGED, 10/29/2014,ACTIVE,RN107573529,TRAVIS,REGION 11 - AUSTIN,3308 DUKE RD, ,AUSTIN,TX,78724,2510, , ,TX,78724,30.32,-97.66
MSW-NOI,RESALE RESOURCE,100438,5RR,ACKNOWLEDGED, 08/28/2015,ACTIVE,RN108588377,TRAVIS,REGION 11 - AUSTIN,10200 MCKALLA PL STE 200, ,AUSTIN,TX,78758,4492, ,AUSTIN,TX,78758,30.38,-97.72
MSW-NOI,J-V DIRT + LOAM,100450,5RR,ACKNOWLEDGED, 06/24/2016,ACTIVE,RN101495976,TRAVIS,REGION 11 - AUSTIN,3600 N FM 973, ,AUSTIN,TX,78725,2701,SITE LOCATED ON 80.21 ACRES EAST OF THE COLORADO RIVER ON THE WESTSIDE OF FM 973 APPROX 3.3 MILES NORTH OF THE INSECTION OF FM 973 & ST HWY 71,AUSTIN,TX,78725,30.27,-97.73
MSW-NOI,THE ORGANIC RECYCLER GEORGETOWN,100475,5RCX,ACKNOWLEDGED, 02/03/2017,ACTIVE,RN109240887,WILLIAMSON,REGION 11 - AUSTIN,5501 RANCH TO MARKET RD 2243, ,GEORGETOWN,TX,78628,    ,S OF ESCALERA PKWY AND RM 2243,GEORGETOWN,TX,78628,30.60,-97.78
MSW-NOI,B-TEXAS MULCH JB SPICEWOOD,100504,5RCX,ACKNOWLEDGED, 11/21/2017,ACTIVE,RN109981779,TRAVIS,REGION 11 - AUSTIN,201 N PALEFACE RD, ,SPICEWOOD,TX,78669,    ,10.196 ACRES ON SPICEWOOD TX PROPERTY ID 357714,SPICEWOOD,TX,78699,30.44,-98.10
MSW-NOI,AUSTEX DUMPSTERS,100516,5RR,ACKNOWLEDGED, 09/05/2018,ACTIVE,RN110466646,BASTROP,REGION 11 - AUSTIN,360 ESCONDIDO DR, ,DEL VALLE,TX,78617,2597, ,DEL VALLE,TX,78617,30.21,-97.65
MSW-NOI,KUTS & KLEANS,100517,5RR,ACKNOWLEDGED, 08/27/2018,ACTIVE,RN110477635,BURNET,REGION 11 - AUSTIN,3933 HWY 29E, ,BURNET,TX,78611,    , ,BURNET,TX,78611,30.75,-98.17
MSW-NOI,AUSTIN FACILITY,100525,5RR,ACKNOWLEDGED, 05/23/2019,ACTIVE,RN100581289,TRAVIS,REGION 11 - AUSTIN,12501 RESEARCH BLVD, ,AUSTIN,TX,78759,2220, ,AUSTIN,TX,78759,30.43,-96.24
MSW-NOI,RED ROCK RECYCLING,100549,5RR,ACKNOWLEDGED, 04/06/2021,ACTIVE,RN101488682,TRAVIS,REGION 11 - AUSTIN,9807 BROWN LN, ,AUSTIN,TX,78754,4030, , ,TX,78754,30.35,-97.67
MSW-NOI,AUSTRON,100558,5RR,ACKNOWLEDGED, 06/17/2022,ACTIVE,RN100665660,TRAVIS,REGION 11 - AUSTIN,1915 KRAMER LN, ,AUSTIN,TX,78758,4009, ,AUSTIN,TX,78758,30.39,-97.71
MSW-NOI,BALCONES RECYCLING - TAYLOR LOCATION,100559,5RR,ACKNOWLEDGED, 04/19/2022,ACTIVE,RN111349312,WILLIAMSON,REGION 11 - AUSTIN,9801 CHANDLER RD, ,TAYLOR,TX,76574,4922, ,TAYLOR,TX,76574,30.60,-97.51
MSW-NOI,AUSTIN WOOD RECYCLING HUTTO,100578,5RCX,ACKNOWLEDGED, 01/31/2023,ACTIVE,RN111581583,WILLIAMSON,REGION 11 - AUSTIN,2099 COUNTY ROAD 118, ,HUTTO,TX,78634,3030, ,HUTTO,TX,78634,30.58,-97.58
MSW-NOI,PERIL RANCH QUARRY,100580,5RR,ACKNOWLEDGED, 08/28/2023,ACTIVE,RN108867821,BURNET,REGION 11 - AUSTIN,2102 N PHILLIPS RANCH RD, ,GRANITE SHOALS,TX,78654,2822, ,GRANITE SHOALS,TX,78654,30.60,-98.37
MSW-NOI,KLEENSITE BRUSH DISPOSAL,100587,5RR,ACKNOWLEDGED, 09/18/2023,ACTIVE,RN111794285,WILLIAMSON,REGION 11 - AUSTIN,,,,,,,NORTH RONALD REAGAN BLVD ABOUT 1.8 MILES WEST FROM INTERSECTION OF RONALD REAGAN BLVD AND WILLIAMS DR ON THE SOUTH SIDE OF RR ABOUT 2.2 MILES FROM THE INTERSECTION OF RONALD REAGAN AND FM3405,GEORGETOWN,TX,78633,30.73,-97.83
MSW-NOI,WAKA PIT,100596,5RCX,ACKNOWLEDGED, 06/20/2024,ACTIVE,RN111617718,BASTROP,REGION 11 - AUSTIN,630 FARM ST # 969, ,BASTROP,TX,78602,3211, ,BASTROP,TX,78602,30.15,-97.38
MSW-NOI,BREAK IT DOWN BLUE GROOSE RECYCLING,100615,5RR,ACKNOWLEDGED, 04/04/2025,ACTIVE,RN109901520,TRAVIS,REGION 11 - AUSTIN,5505 BLUE GOOSE, ,AUSTIN,TX,78754,2342,"NORTH OF HWY 290, NEAR INTERSECTION OF GILES LN & BLUE GOOSE RD.",AUSTIN,TX,78754,30.35,-97.63
MSW-NOI,SWEET PEET AUSTIN,100623,5RCX,ACKNOWLEDGED, 09/03/2025,ACTIVE,RN112229836,TRAVIS,REGION 11 - AUSTIN,15304 DEXLER DR LOT B, ,AUSTIN,TX,78734,2722, ,AUSTIN,TX,78734,30.38,-97.94
MSW-NOI,GEORGETOWN FACILITY,100633,5RR,PENDING, 09/22/2025,NOT CONSTRUCTED,RN111940102,WILLIAMSON,REGION 11 - AUSTIN,6151 FARM TO MARKET ROAD 3405, ,GEORGETOWN,TX,78633,    , ,GEORGETOWN,TX,78633,30.70,-97.86
MSW-NOI,RIDWELL AUSTIN WAREHOUSE,100638,5RR,PENDING, 11/24/2025,NOT CONSTRUCTED,RN100665660,TRAVIS,REGION 11 - AUSTIN,1915 KRAMER LN, ,AUSTIN,TX,78758,4009, ,AUSTIN,TX,78758,30.39,-97.71
MSW-NOI,LONE STAR WASTE,110022,5LV,ACKNOWLEDGED, 05/03/2012,ACTIVE,RN106400294,BASTROP,REGION 11 - AUSTIN,413 FM 20, ,BASTROP,TX,78602,3776,FROM AUSTIN TAKE HWY 71 TOWARD BASTROP RIGHT ON HWY 20 S FOR 1 MI S ON SHILOH RD,BASTROP,TX,78602,30.09,-97.39
MSW-NOI,MOBILE MAJIC,110046,5LV,ACKNOWLEDGED, 08/04/2017,ACTIVE,RN109785956,LLANO,REGION 11 - AUSTIN,2100 ROSELEA DR, ,BUCHANAN DAM,TX,78609,2000,"From SH 29 take W Ranch Rd 1431 N 2mi until intersection w Roselea Dr, turn left, on the right
2100 roselea dr", ,TX,     ,30.76,-98.46
MSW-NOI,J BAR ENTERPRISES,110056,5LV,ACKNOWLEDGED, 02/21/2025,ACTIVE,RN112114723,BURNET,REGION 11 - AUSTIN,8120 COUNTY ROAD 252, ,BERTRAM,TX,78605,4161, ,BERTRAN,TX,78605,30.76,-98.16
MSW-NOI,BASTROP COUNTY TRANSFER STATION,120060,5CC,ACKNOWLEDGED, 02/18/2011,ACTIVE,RN100529296,BASTROP,REGION 11 - AUSTIN,601 COOL WATER DR, ,BASTROP,TX,78602,6620,601 COOLWATER DRIVE,BASTROP,TX,78602,30.10,-97.34
MSW-NOI,CITY OF BASTROP PUBLIC WORKS,120071,5CC,ACKNOWLEDGED, 08/24/2011,NOT CONSTRUCTED,RN100630011,BASTROP,REGION 11 - AUSTIN,1209 LINDEN ST, ,BASTROP,TX,78602,1602,2.2 MILES E BASTROP BUSINESS DISTRICT WITHIN CITY LIMITS N HOFFMAN RD,BASTROP,TX,78602,30.11,-97.28
MSW-NOI,CITY OF LLANO CITIZENS COLLECTION STATION,120094,5CC,ACKNOWLEDGED, 11/28/2012,ACTIVE,RN106551963,LLANO,REGION 11 - AUSTIN,1933 N HWY 16, ,LLANO,TX,78643,    ,FROM HWY 2916 INTERSEC GO 1 MI NORTH ON 16 TO 1933 HWY 16 N SITE WILL BE ON THE LEFT,LLANO,TX,78643,30.77,-98.68
MSW-NOI,HAYS COUNTY RECYCLING AND SOLID WASTE,120169,5CC,ACKNOWLEDGED, 11/26/2019,ACTIVE,RN100537539,HAYS,REGION 11 - AUSTIN,1691 CARNEY LN, ,WIMBERLEY,TX,78676,4915,1691 CARNEY LANE,WIMBERLEY,TX,78676,29.99,-98.11
MSW-NOI,HAYS COUNTY RECYCLING AND SOLID WASTE,120170,5CC,ACKNOWLEDGED, 11/25/2019,ACTIVE,RN100527100,HAYS,REGION 11 - AUSTIN,20290 FM 150 W, ,DRIFTWOOD,TX,78619,9240,INTERSECTION OF FM 150 & DARDEN HILL ROAD,DRIFTWOOD,TX,78619,30.05,-98.00
MSW-NOI,GREEN GUY RECYCLING,120193,5CC,ACKNOWLEDGED, 12/20/2022,ACTIVE,RN100523638,HAYS,REGION 11 - AUSTIN,937 HIGHWAY 80, ,SAN MARCOS,TX,78666,8120, ,SAN MARCOS,TX,78666,30.05,-98.00
MSW-NOI,DUKES JUNK RECYCLING,120201,5CC,ACKNOWLEDGED, 02/26/2024,ACTIVE,RN111907812,TRAVIS,REGION 11 - AUSTIN,20301 HOG EYE RD, ,MANOR,TX,78653,4851, ,MANOR,TX,78653,30.29,-97.50
MSW-NOI,CITY OF SUNSET VALLEY STORAGE YARD,120204,5CC,ACKNOWLEDGED, 04/23/2024,ACTIVE,RN103168001,TRAVIS,REGION 11 - AUSTIN,3205 JONES RD, ,SUNSET VALLEY,TX,78745,1332,SW OF JONES RD AND LONE OAK TRL,SUNSET VALLEY,TX,78745,30.23,-97.81
MSW-NOI,TRAVIS COUNTY PRECINCT 3 SATELLITE OPERATION RESOURCE RECOVERY,47000,5RC,ACKNOWLEDGED, 10/21/1997,ACTIVE,RN101443299,TRAVIS,REGION 11 - AUSTIN,14624 HAMILTON POOL RD, ,AUSTIN,TX,78738,7700, ,AUSTIN,TX,78738,30.47,-97.97
MSW-NOI,TRAVIS COUNTY PRECINCT ONE SATELLITE OPERATION RESOURCE RECOVERY,47001,5RC,ACKNOWLEDGED, 02/05/1998,ACTIVE,RN100534452,TRAVIS,REGION 11 - AUSTIN,9301 JOHNNY MORRIS RD, ,AUSTIN,TX,78724,1523,9301 JOHNNY MORRIS ROAD,AUSTIN,TX,78724,30.32,-97.77
MSW-NOI,TEXAS DISPOSAL SYSTEM COMPOST FACILITY,47002,5RC,ACKNOWLEDGED, 01/02/1998,ACTIVE,RN104751466,TRAVIS,REGION 11 - AUSTIN,3016 FM 1327, ,AUSTIN,TX,78747,    ,FM 1327 APPROXIMATELY 3 MILES E OF INTERSECTION IH 35 AND FM 1327,AUSTIN,TX,78747,30.11,-97.76
MSW-NOI,TEXAS ORGANIC RECYCLERS COMPOST FACILITY,47012,5RC,ACKNOWLEDGED, 09/06/2001,ACTIVE,RN101669935,TRAVIS,REGION 11 - AUSTIN,15620 JACOBSON RD, ,DEL VALLE,TX,78617,    ,SITE IS OUT OF MICHAEL GREEN LEAGUE NO 4 TRAVIS COUNTY TX  1.75 MILES NE OF ELROY,DEL VALLE,TX,78617,30.73,-97.14
MSW-NOI,J-V DIRT + LOAM,47021,5RC,ACKNOWLEDGED, 02/18/2003,ACTIVE,RN101495976,TRAVIS,REGION 11 - AUSTIN,3600 N FM 973, ,AUSTIN,TX,78725,2701,SITE LOCATED ON 80.21 ACRES EAST OF THE COLORADO RIVER ON THE WESTSIDE OF FM 973 APPROX 3.3 MILES NORTH OF THE INSECTION OF FM 973 & ST HWY 71,AUSTIN,TX,78725,30.27,-97.73
MSW-NOI,AGRICULTURAL WASTE SOLUTIONS INC,47038,5RC,ACKNOWLEDGED, 07/28/2009,ACTIVE,RN105373757,WILLIAMSON,REGION 11 - AUSTIN,100 MIDNIGHT LN, ,GEORGETOWN,TX,78626,7463,"100 MIDNIGHT LN, GEORGETOWN, TX  78626",GEORGETOWN,TX,78626,30.60,-97.66
MSW-NOI,MULLER FARM COMPOSTING PROJECT,47040,5RC,ACKNOWLEDGED, 01/27/2009,ACTIVE,RN105482632,HAYS,REGION 11 - AUSTIN,4250 CENTERPOINT, ,SAN MARCOS,TX,     ,    , , ,TX,     ,0.00,0.00
MSW-NOI,GRUB TUBS,47064,5RC,ACKNOWLEDGED, 04/30/2018,ACTIVE,RN110279692,HAYS,REGION 11 - AUSTIN,761 OLD BLACK COLONY RD, ,BUDA,TX,78610,2496, ,BUDA,TX,78610,30.08,-97.86
MSW-NOI,ORGANICS BY GOSH COMPOSTING FACILITY 2,47068,5RC,ACKNOWLEDGED, 06/17/2019,ACTIVE,RN107356529,BASTROP,REGION 11 - AUSTIN,2016 FM 969, ,ELGIN,TX,78621,6102, ,ELGIN,TX,78621,30.20,-97.46
MSW-NOI,ORGANICS BY GOSH COMPOSTING FACILITY 3,47070,5RC,ACKNOWLEDGED, 10/02/2019,ACTIVE,RN110835014,BASTROP,REGION 11 - AUSTIN,2040 FM 969, ,ELGIN,TX,78621,6192,APPROX 18000 FT NW OF FM 1705 ON FM 969,WEBBERVILLE,TX,78621,30.22,-97.45
MSW-NOI,BREAK IT DOWN RANCH RD,47084,5RC,ACKNOWLEDGED, 09/12/2025,ACTIVE,RN112068390,LEE,REGION 11 - AUSTIN,,,,,,,N ON CR 326 FROM CR1624 FOR 0.2 MI TURN ON TO PVT RD 3264 1 MILE,LINCOLN,TX,78948,30.28,-97.02
MSW-NOI,BREAK IT DOWN BLUE GOOSE COMPOST,47085,5RC,ACKNOWLEDGED, 04/01/2025,ACTIVE,RN109901520,TRAVIS,REGION 11 - AUSTIN,5505 BLUE GOOSE, ,AUSTIN,TX,78754,2342,"NORTH OF HWY 290, NEAR INTERSECTION OF GILES LN & BLUE GOOSE RD.",AUSTIN,TX,78754,30.35,-97.63
MSW,GALVESTON COUNTY LANDFILL TX LP,1149B,1,ISSUED, 12/04/2015,ACTIVE,RN100221597,GALVESTON,REGION 12 - HOUSTON,3935 AVENUE A, ,ALTA LOMA,TX,77510,8045,1.5 MI W OF INTX OF IH 45 FM1764 FM2004 IN HITCHCOCK,HITCHCOCK,TX,77510,29.39,-95.05
MSW,WHISPERING PINES LANDFILL,1193,1,ISSUED, 04/06/1984,ACTIVE,RN100216878,HARRIS,REGION 12 - HOUSTON,8101 LITTLE YORK RD, ,HOUSTON,TX,77016,2435, ,HOUSTON,TX,77016,29.88,-95.27
